Gene_ID	TCGA-24-1927	TCGA-36-1570	TCGA-36-2534	TCGA-13-1501	TCGA-13-1497	TCGA-25-2399	TCGA-25-2396	TCGA-13-1494	TCGA-61-1995	TCGA-61-2613	TCGA-61-1724	TCGA-59-2351	TCGA-36-2549	TCGA-24-1416	TCGA-25-1318	TCGA-24-1558	TCGA-25-1628	TCGA-29-2431	TCGA-36-2547	TCGA-29-1763	TCGA-29-1688	TCGA-24-2033	TCGA-24-1562	TCGA-13-1489	TCGA-36-1580
A1BG	4.7582703539658	5.0984542740348004	4.0374007157668	5.0568430411068	4.4017206988828	4.4925903913658	5.2719150012548	4.5648594434388	4.9563551784249	5.9120422261868	4.3222620921218	6.5755979113368	4.926347966933	4.9518322090711	5.2112450927018	4.6348234362828	4.5256395647428	4.5131648555218	4.7207070918218	5.5003453919218	4.7428353757358	4.7120901663528	4.9553617969407	5.0903137429128	4.89844555846784
A2M	5.0547051348098	4.9760405768828	4.7581835922188	4.8499090960558	4.4000264751708	4.8344996958921	5.0503861102578	4.9506812177946	4.5794168059968	6.4504760815268	0.0	5.5793484132108	5.2923437116238	4.1906100309197996	4.9385275270885	4.0741711572368	4.2192028916358	0.0	4.2490274644558	5.0527997684048	5.5058893254278	4.6982101073478	4.7253392107778	4.8555738252717004	5.4809596952728
AAAS	0.0	5.0021417167258	4.9948057478558	4.4030617412758	5.3868415018868	4.9202767047075	4.8446079898302	4.88573836023908	4.9035112853586	4.89134729526837	4.6547363600178	5.0127064768218	4.8617255108709	4.9406039889138	4.8482486970469		4.7670017742528	4.6888660114738	4.8744131993805	5.0746814910848	4.889722766192073	5.2233551694158	4.9579648213213	4.5633758063168	5.0011714727328
AACS	4.7752774813918	4.89339344026773	4.7136301977728	4.5506986463638	4.9933829210628	5.1359640620658	4.6061215962938	4.5062753911618	5.0756104876248	4.7525486848148	4.7484154876498	5.5387654637448005	4.8237158142019	4.9515506676196	4.7791214567318	6.0912931888568	4.8022479975335	4.4182582572008	4.89599750866749	4.4531917814788	4.4465965188218	4.7691969223118	4.8458849476989	4.5504131462628	5.0515472497898
AAK1	4.4685666430368	4.6539350580018	5.2524297380138	4.9861643043248	4.7397629042568	4.8429236440851	4.9821725280428	4.9010140661409	4.7958943895567	4.7393284084248	5.4157818997428	4.9870205617559	4.5482230229888	4.7067292617898	5.1927377183198	4.2251771951338	4.9769224413336	4.6979080092308	4.4490670472978	4.7980113650976	4.6708303279068	5.0326585798948	4.9182720322055005	4.9564573061023	4.8613910235644004
AAMDC	0.0	5.3333839239198	5.2586239505938	5.5816095040328	3.9851424501278	4.0477777816848	5.1243313403408	4.6558231480148	5.0279738698038	4.9248999206254	4.7532822169958004	4.8298936354357	4.2082297217638	4.7847871964558	4.814036902489	5.7984461380138	4.7516469114348	5.5360544436418	5.1483222525658	5.1380757530238	4.839908420717	5.5341258411388	5.0512846346938	5.9603305149368	5.3636505876038
AAMP	4.5906806069538	4.8455362206511	4.6474899175998	4.5879941453638	4.7349907664048	4.9125876468248	4.7742692997408	4.4536204932418	5.1005012572838	4.7117776913358	4.7463413275418	4.5588232763768	4.9244084317374	4.9260299785638	4.3681150893428	5.3150984430428	4.7403114998768	4.9214112489124	4.8349495572684	5.0960981994768	4.8056862322274	4.6292434155138	4.7133090997648	5.4260645211338	0.0
AAR2	4.9462009459767	4.8241463748733	4.89332532536921	4.89093253955546	0.0	4.7549176620078	4.9947805344228	4.9451102852937	4.89052139771011	4.7832028414008	4.8102818188692	4.9701808210078005	4.6381116824958	4.7516820630848	4.8643609398091		4.89069069261072	5.4318562145258	5.5065400814848005	5.1412184502228	5.0484921732268	4.873776136452	4.7809066951298	4.3101187173048	4.9024729558003
AARS	4.6375878965728	0.0	4.5907188059088	4.88821731382551	5.1316808765378	4.951153831054	4.8466451175313	5.0598534715828	4.9974947348248	5.0040928984118	5.0806150062868	5.1594360038088	5.1239822498618	4.9475388022148	4.6737460774078	5.2629729359268	0.0	4.3160975130848005	4.5861194708968	4.8140893980267	5.0797156642128	4.8758516062136	5.1324491714468	5.0037991988378	4.9507765821226
AARS2	5.0136940258798	4.7434838615868	4.8207473179934	4.8113349489811	4.6208831407158	4.8649692130535	4.8803478000978	4.6447693597218	4.7402785827798	4.9041095432854	4.6426075087658	4.7788053666188	5.1400078720268	4.4554465729838	5.1133029163408	4.7115465556988	4.8133602187422	4.9304714047971	5.4568856129428	5.2709045118948	4.8793594089475	4.6129858577948	4.9871309477765	4.6748028499738	4.9073564610038
AARSD1	4.9935921119178	4.9670986931707	4.7655591229158	4.8174993487603	4.8469230731653	4.2363970461868	5.0965611167968	5.3642738062018	4.7399876180708	5.1833240277998	4.4865761621698	5.7101223869248	4.7017501250608	4.9722095480226	4.9918651204718	4.8010621216758	4.9417529080041	4.7204069925828	5.2657106836548	5.0007961846138	4.7182741961958	4.8030748897748	4.938791220567	4.9903252642138	4.9086711850931
AASDHPPT	5.5641450978508	5.2090191465338	5.0147956343728	0.0	5.2774258123848	0.0	4.7507024871748	0.0	4.968702870904	4.6038782328148	4.4447500955728	4.4889936005738	4.9154053635021	4.9012066545778	4.5656648739808	5.1841422286018	4.8507526865889	5.1059858289218	4.8783669123165	5.5324415012428005	4.5525222391648	5.6854077533428	4.6405574046988	6.0009916761968	4.3360435737898
AASS	4.7589362229538	5.7150889621558	5.4565621445608	4.9063508606329	4.7765778689468	5.1481613469997995	5.5173944709088	5.1918045043558	4.4953790487838	5.3207170476338	5.1529407981238	4.7748652023518	4.6604586697978	4.6622172435428		4.0653109147658	4.9259433338637	5.1230389301808	4.6714048362098	4.8285702359169	4.4057766940448	0.0	0.0	5.1167118038288	5.0913917002068
AATF	4.9327207448379005	5.0389217137378	0.0	4.4575179983788	5.1139622407708	5.1000719146458	4.6759845085918	4.5889948307238	4.7932806991021	4.3642414244898	4.7195158460168	4.5776947647738	5.0311391713498	5.0521535918308	4.7982127388229	5.6763327376268	4.7131466742448	4.4895825698088	5.3055492842288	5.0191454095358	4.8054150013967	4.9322927975429	4.8766887026843	5.1670646736318	5.0084691343568
ABAT	4.1942348560658	3.5055666384768003	6.6679490001168	3.5787202104668	4.0125578051008	6.5059720428368	3.7496885470667998	4.0781091431328	5.6312368508808	4.3756122397978	3.2341837937967997	4.6548094702828	0.0	4.8220688212989	0.0	0.0	4.2951005459268	0.0	4.3228410670298	4.6618571880208	3.7843889535067996	4.8093823766247	4.3919257465728	4.4694430725768	5.1861194180938
ABCA1	4.8284740100103	5.0943766867628	5.1764200087138	5.0146141447428	4.7047583434748	5.3299416921088	4.7722438267818	5.0977157768788	4.7374952697328	5.3921045977438	5.0255725713468	4.9652635031533	5.5921205344968	4.7730119040708	5.0458290247018	4.7635767648938	5.0727231825828	4.7991090920706	4.8180408945542	4.9200284125575005	5.1601054462688	4.6431125214138	4.9467096967071	5.1214460289788	4.8773755108281
ABCB10	4.3655921570068	4.4654238121148	5.2484677682108	4.3379148257528	5.0684897492428	4.9260467381001	4.9861722457529	4.88655204825055	4.8445826223932	5.0905436128488	4.9088416457622	5.2295573653538	5.1714514753268	5.0561517004088	5.1812349127918	5.7841049181908	4.5576470686998	4.6975145740328	4.8278096638732	4.979917174124	5.0210295279168005	4.5178708364288	4.7768664161428	4.9909929490668	4.9970569073828
ABCB6	4.9704784562681	5.2441858656078	4.5664889952678	4.8019838683548	5.0561243878558	4.8271991241867	4.848428090215	4.3982525621378	5.0650403702598	5.1995279887268	4.5259762124688	4.8632698669254	4.4753645380318	5.0598273180018	4.8710115370735	4.7876118338018	4.6038144316108	5.4313158180488	4.7658078391558	5.0074331810378	4.0526021221108	4.813957465866	4.9144931798271	5.6601508736968	5.0488582346698
ABCB7	0.0	5.5268195648938	4.9837988021363	4.5770454500338005	5.0364429931528	5.3804359022618	5.1767651757098	4.7919858345489	4.6448556649808	5.1182514901388	4.826295962387	4.8505667007383	5.4959576723558	5.1051944789538	5.1287627350648	5.2016869119608	4.6143607875988	4.8499762862961004	4.4526143358278	4.8522817339925	4.9010573927559005	4.6458738772548	4.9213396901687	4.9467018265154	5.0184668055768
ABCB8	4.9809193636447	4.7982326669701	4.5885252395328	5.0891058658218	5.3868474388828	5.0269398582338	4.7837633772078	5.3364940008108	4.6990146219418	4.8209698344719	4.5371771568098005	5.1323320080168	5.2338611251498	4.8449605038178	5.6023269498638		4.6877520248048	4.6084042888308	5.3832633238388	5.5636802307798	4.6773889204388	4.9908807443078	4.7464396243598	5.6711969957938	4.8301881297784
ABCC1	4.813584965931	4.5065878412098	4.9855316311487	5.0432864467328	4.2027400983038	5.0814603508228	0.0	4.7285273083378	4.4603718693478	4.8206406763199	4.4671494596178	4.5590447528208	4.9983154513788	5.0038256395608	4.8292155367264	6.2947924291068	4.8647195110278	4.2881686189398	5.0205839525188	4.87985134244152	4.3788102201278	4.5479506399418	4.6050610440518	4.5044988497468	4.9026130013278
ABCC3	4.5989011651968	5.2115403960028		4.89374397220215	4.89905459210045	5.1982075611298		4.9882163491439	5.1347897713018			4.9596347709318		4.3763685507588	5.4547093697378		4.7968097579422			4.9046827503633	4.8750067896359	4.9751580176079	4.6355811271558		4.3089510266128
