Gene_ID	perf_avg	expression	std	std/exp	miss_ratio
A1BG	0.07227639523904648	0.050103043038412884	0.025021182471903682	0.4993944669732036	0.0
A2M	0.11654945101251335	0.06322174176166041	0.03691762928662827	0.5839388200629462	0.0
AAAS	0.08745492103285632	0.000985964777015073	0.03233178737671841	32.79203084171042	0.01639344262295082
AACS	0.1624315178971278	-0.017836895269403658	0.034414337625766685	-1.9293905753205256	0.0
AAK1	0.14165417634464833	-0.038659376976792705	0.03167377742623911	-0.8193038766572192	0.0
AAMDC	0.15539144916346473	-0.010466264363756562	0.0325926407782483	-3.1140662652390825	0.0
AAMP	0.22674152835290612	-0.022429096722901803	0.0352173592985685	-1.5701639586140317	0.0
AAR2	0.14692070655036402	0.047346389960101626	0.03141822863542285	0.663582348345855	0.040983606557377046
AARS	0.16543098657915056	0.03168728615070965	0.060854758708948214	1.9204787187995067	0.0
AARS2	0.11201891260642957	0.009226899713286725	0.011811865200377697	1.280155368261847	0.02459016393442623
AARSD1	0.17412341045674803	0.030669463562930405	0.03981107059556819	1.2980686966982713	0.0
AASDHPPT	0.10910726199871212	0.033206403398198435	0.02757552906947278	0.8304280574682427	0.0
AASS	0.1452124022411896	0.025186080167985778	0.046761387240476876	1.8566361628561652	0.12295081967213115
AATF	0.1277446984641764	-0.016013288216995974	0.0362363420515809	-2.2628920157148515	0.0
ABAT	0.1679364817436118	-0.34670526482227987	0.034929235067989374	-0.10074619168501522	0.0
ABCA1	0.15659891365289663	0.05057014752107741	0.039710831629258765	0.7852623252227505	0.04918032786885246
ABCB10	0.16037125156077278	0.05969172772623635	0.0441162038034568	0.7390672959875875	0.0
ABCB6	0.1744035571310951	-0.013281916076067914	0.034410262235412194	-2.5907604022144435	0.0
ABCB7	0.1553237150124356	0.05310033258910795	0.02991846267223679	0.5634326794852077	0.0
ABCB8	0.1308692026025231	0.02302354250523757	0.026663600061240987	1.1581015412886764	0.01639344262295082
ABCC1	0.11843565257900723	-0.11846616785069489	0.04226403998058158	-0.3567604215394874	0.0
ABCC3	0.10825160246291263	0.07096549855160844	0.028633075585999684	0.4034788195728206	0.3114754098360656
ABCC4	0.14697859537082392	-0.017900167998524147	0.03087638827461536	-1.7249217033695488	0.0
ABCD1	0.1630227549503243	0.02403712471922856	0.051845604675179534	2.1568971031591606	0.02459016393442623
ABCD3	0.13907794636176837	0.011517587922829137	0.03343955307244927	2.9033468896875854	0.0
