Gene_ID	perf_avg	expression	std	std/exp	miss_ratio
A1BG	0.0808058761550214	0.050103043038412884	0.029979286929332365	0.5983526171523736	0.0
A2M	0.12284535579822435	0.06322174176166041	0.04888468034896757	0.7732257762409944	0.0
AAAS	0.07797846365642275	0.000985964777015073	0.04984669924562654	50.55626773659533	0.01639344262295082
AACS	0.175877253818386	-0.017836895269403658	0.04465028605011996	-2.5032543711074196	0.0
AAK1	0.14885317955664207	-0.038659376976792705	0.060719969787814194	-1.570640153468187	0.0
AAMDC	0.15900367047328115	-0.010466264363756562	0.04360562758894542	-4.166302901725525	0.0
AAMP	0.21535905510312237	-0.022429096722901803	0.060866992729009604	-2.713751404302421	0.0
AAR2	0.16743061739090828	0.047346389960101626	0.042524462821234565	0.8981563928542291	0.040983606557377046
AARS	0.15735782806170664	0.03168728615070965	0.07888276341944898	2.48941367349259	0.0
AARS2	0.10222301959475832	0.009226899713286725	0.024798625813730633	2.68764445093303	0.02459016393442623
AARSD1	0.15730745420238407	0.030669463562930405	0.03796103625646712	1.2377469915173183	0.0
AASDHPPT	0.09600315349080343	0.033206403398198435	0.027644098604960265	0.8324930066488337	0.0
AASS	0.13559905795435603	0.025186080167985778	0.05063743642161351	2.0105326467585516	0.12295081967213115
AATF	0.12450800189218225	-0.016013288216995974	0.04085648988477788	-2.5514116358321806	0.0
ABAT	0.15950963082393574	-0.34670526482227987	0.0350580189409499	-0.10111764226862992	0.0
ABCA1	0.15481242550647428	0.05057014752107741	0.04367392732751782	0.8636306095273841	0.04918032786885246
ABCB10	0.15780632067909245	0.05969172772623635	0.05439808621869355	0.9113169997052023	0.0
ABCB6	0.1864353031041157	-0.013281916076067914	0.04612138877796071	-3.4724951214730804	0.0
ABCB7	0.13897380536193638	0.05310033258910795	0.04890109439752087	0.9209187967977354	0.0
ABCB8	0.12100373999448588	0.02302354250523757	0.04003409009283897	1.7388327657975182	0.01639344262295082
ABCC1	0.08122762577166888	-0.11846616785069489	0.02734225300376157	-0.23080220707587604	0.0
ABCC3	0.09937592207067192	0.07096549855160844	0.0404156288426609	0.5695109548658963	0.3114754098360656
ABCC4	0.1525618558307414	-0.017900167998524147	0.0480193844938341	-2.682622000966318	0.0
ABCD1	0.16073566538259487	0.02403712471922856	0.05080829666846895	2.113742690190592	0.02459016393442623
ABCD3	0.14171385670150993	0.011517587922829137	0.06340869199589945	5.505379461459668	0.0
ABCD4	0.17653725740462395	0.21804871549044005	0.08695603776028869	0.39879179092940414	0.7540983606557377
ABCE1	0.13793615739684348	0.05063192265180429	0.06106418628657774	1.2060412302830394	0.0
ABCF1	0.11883044533020322	0.005867832782263112	0.03565638339807869	6.076584783714082	0.0
ABCF2	0.17167021205838454	-0.0009739369537708246	0.0397749451634446	-40.83934284395576	0.0
ABCF3	0.11287663698689353	-0.003801886212917201	0.03475286095395098	-9.140952413535013	0.0
ABHD10	0.15750071362100576	0.03174284607101451	0.03142391625404568	0.989952702531609	0.0
ABHD11	0.151264454544948	-0.04767082023295696	0.028711960609430393	-0.6022963412234417	0.0
ABHD12	0.18228402138661726	0.0002786403839009885	0.061186477699208784	219.5894107041952	0.0
ABHD14B	0.14035904506189661	-0.046208157464405146	0.03131040487405218	-0.6775947493290781	0.0
