Gene_ID	perf_avg	expression	std	std/exp	miss_ratio
A1BG	0.0818877982352461	0.050103043038412884	0.01640140772253371	0.3273535244148567	0.0
A2M	0.12171994521145599	0.06322174176166041	0.020281106220848763	0.3207932216943103	0.0
AAAS	0.08896132106013757	0.000985964777015073	0.02799471612708093	28.39322131956136	0.01639344262295082
AACS	0.16403262076700878	-0.017836895269403658	0.01683903045884027	-0.9440561378260114	0.0
AAK1	0.15776027247688165	-0.038659376976792705	0.03194280354643415	-0.826262760665012	0.0
AAMDC	0.16666053711301385	-0.010466264363756562	0.021455308839415994	-2.0499490643207134	0.0
AAMP	0.2068413633082696	-0.022429096722901803	0.024286341452781066	-1.0828051505071479	0.0
AAR2	0.14070067316934126	0.047346389960101626	0.027578680971367002	0.5824875137176733	0.040983606557377046
AARS	0.1619510998670493	0.03168728615070965	0.03259120265977255	1.028526157297401	0.0
AARS2	0.13440090095262358	0.009226899713286725	0.014767664771110932	1.6005012767013727	0.02459016393442623
AARSD1	0.15766511295569874	0.030669463562930405	0.026210963454157778	0.8546273853266371	0.0
AASDHPPT	0.1187049691012388	0.033206403398198435	0.022840051801085347	0.687820705157262	0.0
AASS	0.1460375579321696	0.025186080167985778	0.02719376006604208	1.079713869116016	0.12295081967213115
AATF	0.12082311545560476	-0.016013288216995974	0.024935367892479774	-1.55716724476452	0.0
ABAT	0.18403284827067828	-0.34670526482227987	0.024123033345318713	-0.06957792624719475	0.0
ABCA1	0.16430242116043797	0.05057014752107741	0.02626376549036234	0.5193531515686348	0.04918032786885246
ABCB10	0.15196139242264178	0.05969172772623635	0.02890482922335088	0.4842350912661943	0.0
ABCB6	0.17332012531169125	-0.013281916076067914	0.018090976649471728	-1.3620758139007552	0.0
ABCB7	0.1972295275633022	0.05310033258910795	0.02651661303400797	0.4993681158118982	0.0
ABCB8	0.13537751511982918	0.02302354250523757	0.020758430022331867	0.9016175515826715	0.01639344262295082
ABCC1	0.12614054516084186	-0.11846616785069489	0.02834501101847479	-0.239266716673055	0.0
ABCC3	0.1333018403274615	0.07096549855160844	0.036437917653892773	0.5134596162583699	0.3114754098360656
ABCC4	0.1538729005868904	-0.017900167998524147	0.022309291707711988	-1.2463174485039117	0.0
ABCD1	0.17496912656319225	0.02403712471922856	0.05247406683645288	2.1830425830621962	0.02459016393442623
ABCD3	0.13469975003540027	0.011517587922829137	0.019604845087467425	1.7021658717801882	0.0
ABCD4	0.17875900804392333	0.21804871549044005	0.05948159199827945	0.2727903801886295	0.7540983606557377
ABCE1	0.13563467604408125	0.05063192265180429	0.024910929282894324	0.4920004609385817	0.0
ABCF1	0.1320945060833044	0.005867832782263112	0.013033529438533116	2.2211828322596356	0.0
ABCF2	0.1632990936004322	-0.0009739369537708246	0.01890548940498709	-19.411409878011167	0.0
ABCF3	0.12543377889226745	-0.003801886212917201	0.02015027569976338	-5.300073324472802	0.0
ABHD10	0.1575826513176761	0.03174284607101451	0.017527590628800577	0.5521745148367658	0.0
ABHD11	0.13878018259364777	-0.04767082023295696	0.00986173138940244	-0.2068714433947286	0.0
ABHD12	0.139610459479921	0.0002786403839009885	0.021962656217794984	78.82079370662635	0.0
ABHD14B	0.14268772601657717	-0.046208157464405146	0.016203314506068805	-0.3506591778421476	0.0
ABHD16A	0.1483994265144763	-0.014209310081518349	0.017182813857070833	-1.2092644722716015	0.0
ABHD5	0.16854081685988728	0.09995239299312855	0.10176121334872196	1.018096818909756	0.8278688524590164
ABI1	0.1386782601070577	0.008085481057131307	0.01509647316099035	1.8671088404412777	0.0
ABI2	0.1804855609423243	-0.02812578236875453	0.012994365177392074	-0.4620090210122568	0.040983606557377046
ABI3	0.10851241908342697	0.0710206177042911	0.02357424382992309	0.33193521250518104	0.040983606557377046
ABI3BP	0.13402469763583494	0.11985106880532603	0.02558451692558588	0.2134692429580481	0.30327868852459017
ABLIM1	0.1533311723909653	-0.03162824391675796	0.02720094430612259	-0.8600206947218589	0.0
ABR	0.09727632805670813	0.07520379183079945	0.015237448300599862	0.20261542576047897	0.02459016393442623
ABRACL	0.13108375498721295	-0.05978693283417835	0.028833328268910465	-0.4822680626363782	0.01639344262295082
ABRAXAS1	0.16956363863878682	-0.0018798561915967695	0.027335753197725587	-14.541406582014293	0.21311475409836064
ABRAXAS2	0.15104845148459106	0.018270614423061795	0.023309647169735936	1.2757998516083675	0.0
ABT1	0.15951149698307276	0.022226435398313177	0.02408154738062869	1.083464214979623	0.2540983606557377
ACAA1	0.16699796660389826	-0.04309901538724778	0.028450365663052816	-0.6601163717413081	0.0
ACAA2	0.16972629744654205	0.02564622997549173	0.01600510447444843	0.6240724071235174	0.0
ACACA	0.14040756595407272	0.013135251077872613	0.03980625460327111	3.030490575876996	0.0
ACAD10	0.15798090577185758	0.005759688387683268	0.019961011674630647	3.4656409046913055	0.0
ACAD8	0.13752376008054434	-0.07778105067520868	0.022744975530703225	-0.29242309448453846	0.0
ACAD9	0.1919110662021435	0.08382637007107696	0.026661534474043593	0.3180566503289728	0.0
ACADM	0.14391146993642487	0.09166274376198509	0.034371742943624564	0.3749805158885001	0.0
ACADS	0.17231164544536587	-0.061660804491624546	0.024949599237759162	-0.4046265604781088	0.0
ACADSB	0.128004056551393	-0.022676811696033687	0.01388669078375155	-0.6123740396089463	0.0
ACADVL	0.17576445563423024	0.04079612635644442	0.023758034131469038	0.5823600486940855	0.0
ACAP2	0.17852840102644016	0.01767089530022525	0.021437076820188104	1.213129072182033	0.0
ACAT1	0.1394366562478601	0.03179170068933835	0.015003643936907118	0.47193587041849366	0.0
ACAT2	0.1458870808468395	-0.029292268563797793	0.021086375482963098	-0.7198614691462877	0.0
ACBD3	0.13250756502596478	0.040354354134640585	0.02881724267853201	0.7141049162225347	0.0
ACBD5	0.15809882756194246	-0.05691125690500136	0.024725461514110005	-0.4344564302170092	0.0
ACBD6	0.1229826936728478	0.04312523129639628	0.028554176337539927	0.6621222768937596	0.0
ACBD7	0.13235219310764948	-0.14525091635492218	0.024600851321429133	-0.16936795951990202	0.040983606557377046
ACE	0.190370718916812	0.040946493115124105	0.03155375844233127	0.7706095453306718	0.08196721311475409
ACIN1	0.0979798797887378	0.023167941757364016	0.01605997739514111	0.6931982807681389	0.0
ACLY	0.17619744279129387	0.054174913972009936	0.023751398385605183	0.4384206017913864	0.0
ACO1	0.12344910733336023	0.023432518566505484	0.019609423720481637	0.8368466097584324	0.0
ACO2	0.13789142836078294	0.06266186050547394	0.017819277487993886	0.28437198232307914	0.0
ACOT11	0.17452869291354506	-0.0026213736678529845	0.028352663888070926	-10.81595662448725	0.20491803278688525
ACOT13	0.1475785762652695	0.003250284435872136	0.026420539783278893	8.128685444167772	0.0
ACOT7	0.1685767893102756	0.012310262169847049	0.022754623493919452	1.8484272048774872	0.0
ACOT8	0.1180779941376076	-0.0024019396732626363	0.016670940206991326	-6.940615700121486	0.06557377049180328
ACOT9	0.13014166218553375	0.025657271956931318	0.020136858188697673	0.7848401896546018	0.0
ACOX1	0.1641306193790215	-0.007266978425348117	0.027920876666179564	-3.842157638556914	0.0
ACOX3	0.1375180574406396	-0.043255927358164664	0.01951143576009056	-0.45106964413300754	0.0
ACP1	0.18770052077351496	0.024023467132063516	0.02390880905860828	0.995227247057016	0.0
ACP2	0.09725389620318801	-0.03309556563492488	0.031039433321970733	-0.9378728759122835	0.01639344262295082
ACP5	0.13194145104885766	-0.005723365988726225	0.02237705332810109	-3.909771517701117	0.19672131147540983
ACP6	0.1292678643014536	-0.039158660390129794	0.027862889352598317	-0.7115383691629387	0.22950819672131148
ACPP	0.1390378166878935	-0.23158937985326464	0.02232605310387467	-0.09640361366320205	0.0
ACSF2	0.14273604344468782	-0.10220339370618449	0.021471402455257815	-0.21008502434844828	0.0
ACSF3	0.1053105674012964	0.03347015688088286	0.013874701331205084	0.41453947708054795	0.0
ACSL1	0.10304729662437813	0.007339895157719509	0.020322489106652276	2.768771034185512	0.0
ACSL3	0.1520304196541082	0.03140130259537938	0.04345825252962138	1.3839633689596096	0.0
ACSL4	0.14020663192459132	0.013950736095518647	0.03606254632997122	2.584992367646857	0.0
ACSL5	0.13141128202866403	-0.04019851511843687	0.015794026430749317	-0.39290074233377487	0.01639344262295082
ACSM3	0.13858788407455522	-0.3554587040058963	0.027647933235071483	-0.07778099937767416	0.07377049180327869
ACSS1	0.20265924643750832	-0.03550143710541406	0.03415596906732969	-0.9621010261052451	0.0
ACSS2	0.1889653689238387	0.026897759001398285	0.025875293285128418	0.9619869552620829	0.0
ACSS3	0.16856991978109287	-0.10711963551831964	0.02208489031264959	-0.20617032727741705	0.0
ACTA1	0.09822144185855133	0.032025924869280326	0.02550860383750193	0.7964985848689762	0.04918032786885246
ACTBL2	0.1103356478324011	0.004764423224703763	0.04304916242295098	9.035545414970485	0.0
ACTG1	0.15715018606195735	-0.0007577854115389069	0.023561609895086537	-31.092720361609675	0.09016393442622951
ACTL6A	0.08414387144258602	0.021413220889184348	0.0203877995010029	0.9521126974083857	0.0
ACTL8	0.17379283142470797	-0.30281396830047824	0.02884098679245767	-0.09524325101092809	0.5081967213114754
ACTN1	0.09951056971176808	0.01178985176362286	0.018484040625121066	1.5677924536891017	0.0
ACTN4	0.11918144211405539	-0.006379704516907601	0.033390853586636106	-5.233918514273365	0.0
ACTR10	0.12311620385585109	0.010052386145782185	0.028589265406858175	2.8440277753211616	0.0
ACTR1A	0.12044093337510546	0.05612393894621122	0.024668388839538213	0.439534168533328	0.0
ACTR1B	0.13071878823567956	-0.030300254815897206	0.018796003642803268	-0.620324936440529	0.0
ACTR2	0.11314877325340542	0.02483272922425442	0.018396206083201333	0.7408048433610568	0.0
ACTR3	0.1128469582579655	0.02431520825482876	0.011909807887093731	0.48980900193312393	0.0
ACTR3B	0.18224313980805149	0.014547632430085708	0.041526665978364026	2.8545308783361505	0.19672131147540983
ACTR5	0.1690165774396794	-0.037075665319514985	0.03373358488043391	-0.9098578431356712	0.45901639344262296
ACTR6	0.1858339583855275	0.048066142477441745	0.06642273553809763	1.3819027721908608	0.6229508196721312
ACTR8	0.18441768899895822	0.051991044301410924	0.025730999071610784	0.4949121414534176	0.20491803278688525
ACY1	0.13617731399738453	-0.10055011830535816	0.011964777666784067	-0.11899317343862818	0.0
ACYP1	0.1196279425468427	0.000865190157948603	0.021677631154737895	25.055337206026866	0.0
ACYP2	0.15882241735957453	-0.11962888178547529	0.033367347356299634	-0.2789238422886514	0.0
ADA	0.1570001612643071	0.022788767773581634	0.025140319077603918	1.1031890502982074	0.0
ADA2	0.09808753437547202	0.0981404333484905	0.012279807445301317	0.12512485452042477	0.04918032786885246
ADAL	0.20407915062162302	0.1177138565143144	0.022263538328608688	0.1891326899641706	0.6311475409836066
ADAM10	0.12945788841961536	-0.04535732984376854	0.019187480728257062	-0.4230293272189423	0.0
ADAM15	0.1858747195724583	0.09859769814801235	0.05056804517597249	0.5128724719319616	0.47540983606557374
ADAM17	0.17138729402858213	-0.018707359317216878	0.027858039588958137	-1.489148688308972	0.0
ADAM9	0.14353742280237192	-0.044338036478655564	0.03637218016965013	-0.8203380902345503	0.20491803278688525
ADAMTS1	0.12005304788452095	0.0034008074240190673	0.036861446352063496	10.839027841365011	0.4672131147540984
ADAMTS16	0.15054269546608673	0.1349800765638582	0.04926571428517629	0.36498508179367495	0.5409836065573771
ADAMTSL1	0.14945024191183406	0.10019048937961067	0.024436199578912673	0.24389739715040834	0.38524590163934425
