Gene_ID	0	1	2	3	4	5	6	7	8	9
A1BG	0.21110416600427934	0.17271271693282925	0.11383121767234172	0.2371936527530261	0.16619648215473798	0.12471255029381698	0.15758709017934924	0.21238118309558307	0.1651963149962457	0.19682264777568267
A2M	0.17701071231613047	0.10136744894111796	0.16807596767992755	0.17143012577942182	0.1631425763330087	0.11079212251237558	0.21513716253946505	0.14747846239258633	0.19114912867885075	0.16539552984826794
AAAS	0.08642674869700379	0.12289379071603362	0.12736380397804664	0.11713291394892746	0.08145307962133111	0.11654472658462665	0.08387871548414189	0.12485238273246978	0.0949509578087518	0.16778886422483824
AACS	0.2197345892555072	0.2486187130917023	0.22394103335001544	0.1856377076765363	0.2460575619742083	0.21503151280680055	0.2019338484444658	0.16376850838138154	0.18327957609319892	0.2460039886543461
AAK1	0.16507792999916954	0.1315583757783515	0.199313167145394	0.14772379662691776	0.18195778237211924	0.2259267574699192	0.1694208920130321	0.20517752109441365	0.163783905391714	0.21923866932755529
AAMDC	0.1940097752831101	0.1528754343849411	0.20777606574329893	0.19287278223630885	0.18846053971847776	0.14530662756335494	0.16485848211888368	0.1971723435831301	0.16013525301505024	0.17637798598432206
AAMP	0.2292329821473917	0.2439233869305676	0.2170161295673301	0.2592212411601187	0.21744092724866496	0.17166682237115066	0.20019417334664905	0.2180551233683762	0.1980382870453216	0.2001927843884504
AAR2	0.1924964618415469	0.15521087257183133	0.16239416842424947	0.1870138574535832	0.16893049198854254	0.13134771359265776	0.23081997898595716	0.10327102217801626	0.13956157832169966	0.2125865084983148
AARS	0.16320197147580273	0.19735681375651776	0.15261009309398774	0.2434478267299701	0.14445603937946816	0.15731098722545814	0.22214604039548466	0.1686202634665372	0.18053785727652275	0.239520697795684
AARS2	0.13218198107002888	0.16618330832625627	0.15335009270510822	0.15081297201239874	0.11052185831210597	0.16323310546912834	0.12946343087204584	0.14266324260009722	0.11291824216817647	0.16533389595523545
AARSD1	0.15503809765296878	0.13585724746636862	0.18192130963774225	0.1819861650498292	0.10256895723930444	0.17965215275572488	0.17369902662904002	0.18718162160900687	0.13454502124707185	0.2124197930321332
AASDHPPT	0.08673145308966328	0.13633105416449653	0.16088422046176593	0.12590495425821555	0.17364115720840334	0.1577994684124182	0.17810132738857312	0.13670393389629418	0.1163363608525198	0.1337382568131864
AASS	0.1991655066588536	0.12525200856279955	0.1378785211961326	0.1571889596486438	0.1309749622352844	0.16922694582082354	0.12565817650244293	0.12940684488126805	0.11311910979725424	0.1768711432931088
AATF	0.17370495692429722	0.23515131137048265	0.17995003235286855	0.17929460609209708	0.17267442516477013	0.15758465059234844	0.17310825773543034	0.13765202153969394	0.14526021547990425	0.16044470663795352
ABAT	0.21377094220248588	0.22182587503616447	0.19924840356686585	0.2550359043659611	0.17306161940861806	0.2404698400058547	0.2428938433243348	0.16929874603657696	0.23161793958402505	0.19848214899745456
ABCA1	0.22097286529530707	0.2072204209334873	0.11194566100383868	0.1736653120386656	0.1651842350713248	0.21760521319264103	0.18046022283473734	0.19300465352556556	0.20178073721017845	0.2047268008025758
