Gene_ID	0	1	2	3	4	5	6	7	8	9
A1BG	0.07563614485889059	0.05552573829273751	0.04473059416154079	0.1311103245283819	0.0842825130879512	0.04253868914230456	0.055270633478510994	0.06850486971099723	0.09727044160414484	0.07349908268690655
A2M	0.15446498704414502	0.08438490444995865	0.11987016239048613	0.12606057335944815	0.10443623572197824	0.10126310291498702	0.05811964151521185	0.10715960728486247	0.10388387591604936	0.18657178856939424
AAAS	0.0605580645886772	0.12458863325845235	0.07577648988963666	0.10609801295728684	0.0601521126581747	0.07859761341920195	0.03551127944767669	0.13944879267404506	0.08061560665523237	0.20704243415785253
AACS	0.17242438319955286	0.2281491421407656	0.20248042498349347	0.14607002268389838	0.17964631291520386	0.1581018797984021	0.09835921972294806	0.16518367845632373	0.16321712581975514	0.1855957088116128
AAK1	0.1346133461220911	0.1108438192337779	0.16218694935725333	0.1632203180758429	0.12770798336089026	0.1840011693822285	0.10344141278399704	0.19763808354762524	0.11207518524868253	0.1375349776394508
AAMDC	0.14829582036379033	0.18177804180170065	0.12170171319760235	0.1833380492782637	0.1601783174479161	0.15630338783937284	0.1292355912918741	0.19912719938458245	0.15926005313719355	0.1241527856984467
AAMP	0.19148371577092368	0.2032066657702309	0.2371764147125413	0.2964389243221685	0.2176316870914128	0.18102524566781125	0.2188604053280544	0.22185244106306534	0.18238529222736327	0.2288782533696148
AAR2	0.13472675875820436	0.1575444307093771	0.1356960200745886	0.19912433431139476	0.13983314399469887	0.09899255533627294	0.18061823793689893	0.10633638245050506	0.1341690079259857	0.1576756727778692
AARS	0.0983909604296016	0.19798331603915525	0.11474910699446556	0.22873562349990026	0.143872061198552	0.08264467020963978	0.15263229685626736	0.22036840246115472	0.13915614672788099	0.2250343719673666
AARS2	0.11043234458603676	0.1069820681682018	0.16465225047926496	0.13068456491890518	0.08800986309318344	0.18214582809045055	0.0953055446409181	0.1133150840182042	0.13177371857567055	0.12820517178340501
AARSD1	0.16072794828882198	0.1447945737369009	0.1388773910713461	0.17138981927401442	0.12999518226195358	0.170639182254274	0.14479844386154905	0.12513715017766566	0.21219481709366528	0.2592176973827931
AASDHPPT	0.08993049459297273	0.12492651973043373	0.15497862232591106	0.1317057135151675	0.09785880027773257	0.07081706226862798	0.08393596384210526	0.14599272635367594	0.08320223868311684	0.12624307745870336
AASS	0.20365644793244608	0.13983905910378755	0.1515707173190185	0.21223183717951066	0.11213440986401224	0.17750370752976008	0.15719741830887415	0.106250943575027	0.12450229814710186	0.21770546317648665
AATF	0.1596621435605679	0.18826102131922665	0.1492600421059879	0.15679976782868546	0.11051997226732478	0.11857968588290035	0.08578803185834871	0.07835939765757077	0.11812986145154138	0.11432596260308098
ABAT	0.16118513806732565	0.17425126398302082	0.15306635743275984	0.13977407654293644	0.12754855924450464	0.2017880023495507	0.14382318520628776	0.13078187645389086	0.23187616175231315	0.1424422115961442
ABCA1	0.17873054229806964	0.1650211692539225	0.0561665770984847	0.12569366385730146	0.12496459330620455	0.16284931755241092	0.17619170617806074	0.17207774928719946	0.17242153279296532	0.2170627213032444
ABCB10	0.1922683031846668	0.20277238801893896	0.15806817076080296	0.17940518742171652	0.13347270747871426	0.08973226942701243	0.2432462139185504	0.12875339546477566	0.13252613048544626	0.20089111191127476
ABCB6	0.18544948143594495	0.1727994024450345	0.1695124406709065	0.2129055279649725	0.1289068010356475	0.16365272251213192	0.199210446905912	0.12526972302004838	0.14957533345244928	0.20063627537759626
ABCB7	0.1728413309655791	0.16907060287773612	0.18577803172554544	0.18307600539505312	0.18404342352288594	0.14992369699684202	0.1627022739898895	0.15940162181831746	0.15166707190793438	0.13896686280915546
ABCB8	0.14370501863705898	0.14640233775710546	0.08722335013656263	0.11766396651290535	0.12362444710168742	0.09232973455156096	0.1595640607429442	0.12003695055634415	0.13419166043300326	0.12317474149992062
