Gene_ID	0	1	2	3	4	5	6	7	8	9
A1BG	0.13574339325746845	0.19170251362667684	0.11492285948944275	0.34107185056778744	0.2135976609731038	0.11927916033496698	0.1709768734016351	0.1540387918252086	0.19701134808405385	0.20760317841811696
A2M	0.21296224457414265	0.03477987069515383	0.11932608598491964	0.17807301189679062	0.16917790809583186	0.12681884292398116	0.1650806865417113	0.13531401250198982	0.15245012589675352	0.22906666883150645
AAAS	0.07742288494063419	0.06639430077022662	0.08093625736867169	0.1319842210047278	0.09146911694622822	0.07539459678214798	0.07554742586611501	0.2533792469543189	0.0893140528532236	0.05354741706492108
AACS	0.25750907708962045	0.3398162695568214	0.2561707961713625	0.18695639847840373	0.21849482599696213	0.1763399628549648	0.19483905946614766	0.14334608130589105	0.1837496455172465	0.3132974227538946
AAK1	0.17640600267565126	0.15272977376492228	0.2148752421436093	0.08674963329558752	0.27557709174997874	0.3783190724957347	0.11815447872636856	0.2331174910680736		0.15101866601392774
AAMDC	0.21356015859559152	0.15945628251009114	0.1477066409824162	0.19711429656938745	0.11696594066394266	0.17756164814862485	0.2490646930161595	0.19752202666022492	0.14576146283206778	0.13559670319823575
AAMP	0.11306537794244866	0.2947835277551312	0.20986892610849028	0.3015631862271991	0.17995136276246645	0.16986241321518605	0.27582744337251736	0.2211461793970325	0.18181875923832827	0.2148061307486715
AAR2	0.2143867179737321	0.1965603380298629	0.15024648662005974	0.22089446942631716	0.19280237137699904	0.17710352289299205	0.2730931085835033	0.13187523253026898	0.14032293126634302	0.2758729187529944
AARS	0.1329721974081566	0.18450393570268045	0.11181894563072056	0.352202387811106	0.2334600099258225	0.11375996836691445	0.14922922974137273	0.3030110863709092	0.15183361720131813	0.22461481776259912
AARS2	0.10651250698513393	0.10601250068317243	0.10244079016049744	0.1272241950483144	0.12655927778923384	0.11167705459519854	0.08683949179587183	0.1426821136692396	0.12968608708595478	0.10472481356608407
AARSD1	0.2052228258040193	0.10485009403970452	0.16880866312043374	0.19572942648973166	0.11538298221869955	0.2039178776916147	0.19247919526876708	0.13002834916198558	0.11496359320103194	0.2479554260380155
AASDHPPT	0.09169052213213896	0.10766846992288548	0.03317131497880479	0.14904737176052166	0.1633748481803393	0.11204807835446283	0.10361643644302757	0.1642545226896558	0.10444343477088472	0.12124604018249373
AASS	0.05024382811346709	0.16221930385926445	0.12236131962880788	0.2670605183287134	0.09557453142966267	0.0727278800770505	0.14802539322024355	0.1519970011142618	0.0894392928154555	0.15452806079548495
AATF	0.19376365068253276	0.1744311110756811	0.2115495460101884	0.1838169532307704	0.15449325534110758	0.16713214179111266	0.11194938419267378	0.11366483559005973	0.20727442937921636	0.089984288480426
ABAT	0.2299993144058853		0.20331131019267595	0.2278509902661042	0.12203665968710067	0.2878041411659257	0.2036186685314088	0.1664347648536348	0.0985568317374114	0.1404309840748912
ABCA1	0.2331119984128953	0.1928776910579953	0.07140016958714693	0.20031641829806232	0.19248042004094898	0.13530464882566373	0.19200313626872234	0.11219913092965514	0.22829348635785585	0.12278901374425034
ABCB10	0.3082891408323508	0.19448412159667872	0.19124293797696948	0.19887794790166846	0.19944986250541327	0.0725256793505905	0.16207111227225734	0.1090156572244493	0.13523787952487867	0.287787885059256
ABCB6	0.1890902776257928	0.3093808582247845	0.2540779213607585	0.3037217158215127	0.13288257153954386	0.1579894984836378	0.19918905219897529	0.1817833060578915	0.1826898216230486	0.21180878470595824
